yesno_label	question	ideal_answer
1	Does mTOR regulate the translation of MAPKAPK2?	mTOR regulates the translation of the MK2 (also known as MAPKAPK2) kinase through 4EBP1.  In turn, MAPKAPK2 phosphorylates the RNA-binding protein ZFP36L1 during senescence, inhibiting its ability to degrade the transcripts of numerous senescence-associated secretory phenotype (SASP) components. Consequently, mTOR inhibition or constitutive activation of ZFP36L1 impairs the non-cell-autonomous effects of senescent cells in both tumour-suppressive and tumour-promoting contexts.
1	Does nimotuzumab improve survival of glioblastoma patients?	Nimotuzumab improves survival of adult and pediatric patients diagnosed with glioblastoma and with other high-grade gliomas.
1	Is there an association between carcinoid syndrome and mitral valve disease?	mitral valve damage was reported in patients with carcinoid syndrome.
0	Does TUC.338 inhibit colorectal cancer?	TUC.338 is significantly up-regulated in colorectal cancers (CRC) tissue and CRC cell lines, and the up-regulated TUC.338 is associated with lymph node metastasis. TUC.338 acts as a novel oncogene by targeting the TIMP-1 gene thus promoting colorectal cancer cell migration and invasion.
1	Does the Oncotype DX test work with paraffin embedded tissues?	the Oncotype DX test works with paraffin embedded tissue.
1	Can the apoptosis regulator BAX trigger the release of cytochrome c?	altered Bax conformation trigger its redistribution from the cytosol to mitochondria. Subsequently, cytochrome c is released from mitochondria to cytosol.
1	Are cardenolides inhibitors of Na+/K+ ATPase?	Cardenolides have shown significant antitumor activity due to their ability to inhibit the Na+K+ATPase enzyme, and the expression of this enzyme is increased in tumor cells.
1	Has IVIG been tested in clinical trials for the treatment of Alzheimer's disease?	IVIG has been tested in clinical trials for the treatment of Alzheimer's disease.
0	Is airplane stroke syndrome a common disease.	Only 37 cases of stroke during or soon after long-haul flights have been published. A single center study reported that 42 out of 5727 stroke admissions (0.73%) were flight-related strokes.
1	Does burning mouth syndrome preferentially affect post-mepopausal women?	BMS is observed principally in middle-aged patients and postmenopausal women  BMS mostly affects elderly citizens, especially postmenopausal women with prevalence up to 12-18%.
1	Can enasidenib be used for the treatment of acute myeloid leukemia?	enasidenib has been approved for the treatment of adults with relapsed and refracctory acture myelogenous leukemia with an IDH2 mutation.
0	Is recursive splicing more common in short introns?	Recent work in human and fruitfly tissues revealed that long introns are extensively processed cotranscriptionally and in a stepwise manner, before their two flanking exons are spliced together Recursive splicing is a process in which large introns are removed in multiple steps by re-splicing at ratchet points--5' splice sites recreated after splicing.
1	Are microtubules marked by glutamylation?	glutamylation is the most prevalent tubulin posttranslational modification and marks stable microtubules.
1	Is there a role of proton beam therapy in medulloblastoma treatment?	proton beam therapy is used for treatment of medulloblastoma.
1	Is Wnt16b secreted in response to chemotherapy?	WNT16B is secreted into the microenvironment by human ovarian fibroblasts after DNA damage-associated treatment, including chemotherapy drugs and radiation.
1	Is macroautophagy a selective degradation process?	Macroautophagy (commonly referred to simply as autophagy) is a catabolic process conserved throughout the eukaryotes, and is distinct from other forms of autophagy by the formation of the autophagosome: this is a vesicle-like formation surrounded by a double membrane that sequesters the cytoplasmic material to be degraded. It was initially considered that macroautophagy was a bulk process; however, recent findings illustrate that specific cargos (ranging from misfolded or excess proteins, to organelles or even bacterial cells) can be selectively targeted to the pre-autophagosome membrane (i.e. the phagophore) and finally to the vacuoles/lysosomes for their degradation.
1	Can adult humans be induced to produce fetal hemoglobin?	Fetal hemoglobin, or foetal haemoglobin,  is the main oxygen transport protein in the human fetus during the last seven months of development in the uterus and in the newborn until roughly 6 months old. Functionally, fetal hemoglobin differs most from adult hemoglobin in that it is able to bind oxygen with greater affinity than the adult form, giving the developing fetus better access to oxygen from the mother's bloodstream. Unusually high levels of fetal haemoglobin production can ameliorate sickle cell disease and β thalassaemia. Although efforts directed at the pharmacological stimulation of fetal haemoglobin as an approach to managing these conditions have met with limited success, there is wide variation in individual responses.  Based on results, adults humans could be induced to produce fetal hemoglobin.
1	Is STAT3 involved in EIF2AK2-dependent suppression of autophagy?	STAT3 may act as a competitive inhibitor of EIF2AK2. Indeed, pharmacological or genetic inhibition of STAT3 stimulates EIF2AK2-dependent EIF2S1 phosphorylation and autophagy. Conversely, the overexpression of wild-type STAT3 as well as of STAT3 mutants that cannot be phosphorylated by JAK2 or are excluded from the nucleus inhibits autophagy. However, STAT3 mutants that fail to interact with EIF2AK2 are unable to suppress autophagy
1	Is H4K20 methylation associated with DNA replication?	We employed genetic, cytological, and genomic approaches to better understand the role of PR-Set7 and H4K20 methylation in regulating DNA replication and genome stability in Drosophila cells. Thus, coordinating the status of H4K20 methylation is pivotal for the proper selection of DNA replication origins in higher eukaryotes. The methylation state of lysine 20 on histone H4 (H4K20) has been linked to chromatin compaction, transcription, DNA repair and DNA replication. Histone turnover is often associated with various histone modifications such as H3K56 acetylation (H3K56Ac), H3K36 methylation (H3K36me), and H4K20 methylation (H4K20me). We review the signaling pathways and functions associated with a single residue, H4K20, as a model chromatin and clinically important mark that regulates biological processes ranging from the DNA damage response and DNA replication to gene expression and silencing. <CopyrightInformation>© 2016 by The American Society for Biochemistry and Molecular Biology, Inc.</C In particular, the methylation states of H3K4, H3K36 and H4K20 have been associated with establishing active, repressed or poised origins depending on the timing and extent of methylation. 5BrC and 5ClC may cause aberrant methylation of cytosine during DNA replication and mimic the endogenous methylation signal associated with gene silencing.
1	Is RET the major gene involved in Hirschsprung disease?	The RET proto-oncogene is the major gene associated to Hirschsprung disease (HSCR) with differential contributions of its rare and common, coding and noncoding mutations to the multifactorial nature of this pathology.
1	Is factor XI deficient in Hemophilia C?	Factor XI deficiency is associated with a bleeding tendency called Hemophilia C.
1	Is there evidence for somatic mosaicism in Tuberous Sclerosis?	somatic mosaicism in Tuberous Sclerosis has been documented with the use of mutation identification, and subsequent linkage analysis in the affected families. In a large family with both parents unaffected, 3 affected children and 5 unaffected siblings, a 4 bp insertion in TSC2 gene was shown to be inherited from the mother.
1	Is rucaparib used for ovarian cancer treatment?	rucaparib is a PARP inhibitor that is used for ovarian cancer treatment.
1	Is TNF-α an activator of pancreatic stellate cells?	TNF-α  is the prime factor responsible for the activation of pancreatic stellate cells.
